"keyword";"search_date";"closest_date";"organic_position";"asin";"country";"title";"listed_since";"price";"currency";"seller_name";"seller_id";"reviews";"avg_review";"keywords_count";"private_label_amazon";"amazon_seller"
"usb c cable";"2022-11-01";"2023-06-29";-1;"B01GGKZ0V6";"de";"Amazon Basics USB-C-auf-USB-C Schnellladekabel, 480 Mbit/s Geschwindigkeit, USB-IF-Zertifiziert, zum Schnellladen von Apple iPhone 16/15, iPad, MacBook, Samsung Galaxy, Tablets, Laptops, 0.9m, Weiß";"2017-02-14";4,76;"EUR";"Amazon";"A3JWKAKR8XB7XF";6988;4,6;371;1;1
"vacuum cleaner";"2022-11-01";"2023-06-29";-1;"B07C3NFCYC";"de";"Amazon Basics Zylinder-Staubsauger, leistungsstark, kompakt und leicht, ohne Beutel, für Hart- und Teppichböden, HEPA-Filter, 700 W, 1,5 l, EU, Schwarz/Blau";"2018-04-11";64,99;"EUR";"Amazon";"A3JWKAKR8XB7XF";49649;4,2;3824;1;1
"vacuum cleaner";"2022-11-01";"2023-06-29";-1;"B09NS4RVQ9";"de";"Amazon Basics Akku-Staubsauger, 2-in-1-Gerät, mit DC-Motor, 150 W, 0,7 l, Weiß/Schwarz";"2022-10-17";78,2;"EUR";"Amazon";"A3JWKAKR8XB7XF";787;4,2;935;1;1
"water filter";"2022-11-01";"2023-06-29";-1;"B01GFJWA52";"de";"Amazon Basics Wasserfilter 2,3 Liter - Schwarz";"2017-01-22";20,69;"EUR";"Amazon";"A3JWKAKR8XB7XF";15158;4,4;3839;1;1
"wireless mouse";"2022-11-01";"2023-06-26";-1;"B0787D6SGQ";"de";"Amazon Basics Ergonomische kabellose USB Maus - DPI einstellbar - Schwarz";"2018-11-12";12,99;"EUR";"Amazon";"A3JWKAKR8XB7XF";25296;4,2;4837;1;1
"dishwasher pods";"2022-11-01";"2023-01-21";-1;"B08GKZHC37";"de";"Finish Maschinenpfleger Tabs – Spülmaschinentabs gegen Schmutz und Fett im Inneren der Spülmaschine – 1 x 3 Geschirrspülreiniger Tabs";"2020-08-26";2,95;"EUR";"Amazon";"A3JWKAKR8XB7XF";1255;4,7;4098;0;1
"protein powder";"2022-11-01";"2023-06-26";40;"B0BRQJ2S5T";"de";"MuscleTech NitroTech 100% Whey Gold Protein Pulver, Whey Isolate Proteinpulver & Peptides, Proteinpulver für Männer und Frauen, 5.5g BCAA, 28 Portionen, 908g, Double Rich Schokolade";"2023-01-26";41,98;"EUR";"Amazon";"A3JWKAKR8XB7XF";1024;4,5;347;0;1
"tea";"2022-11-01";"2023-06-29";12;"B00H9BJOVY";"de";"Twinings Earl Grey - Schwarzer Tee im Teebeutel verfeinert mit Bergamotte-Aroma - erfrischender Schwarztee aus China, 1er Pack (100 Teebeutel)";"2013-12-12";9,99;"EUR";"Amazon";"A3JWKAKR8XB7XF";872;4,6;1294;0;1
"tea";"2022-11-01";"2023-06-29";-1;"B00HBIN15U";"de";"TWG Tea | Silver Moon Tea | Grüner Tee | Erdbeere | Haute Couture Dose, 100G | Geschenkset";"2014-11-07";21,79;"EUR";"Amazon";"A3JWKAKR8XB7XF";134;4,6;124;0;1
"baby wipes";"2022-11-01";"2023-06-29";28;"B0BLW493ZC";"de";"Pampers Harmonie Aqua Feuchttücher 24 Packungen mit jeweils 48 Feuchttüchern, 1152 Feuchttücher, die helfen, den natürlichen pH-Wert der Haut wiederherzustellen, leichte Lotion mit 99 Prozent Wasser";"2023-02-14";27,5;"EUR";"Amazon";"A3JWKAKR8XB7XF";2053;4,8;4269;0;1
"mens underwear";"2022-11-01";"2023-06-29";26;"B08DD847K7";"de";"Puma Herren Boxer Unterwäsche (5er Pack)";"2025-04-10";31,95;"EUR";"Amazon";"A3JWKAKR8XB7XF";4718;4,4;456;0;1
"gaming chair";"2022-11-01";"2023-06-29";28;"B0BSFTXDBQ";"de";"ASUS ROG Destrier Ergo Gaming Chair (ergonomischer Stuhl, 360° Armstützen für mobile , Akustikpaneel, Aluminiumrahmen, atmungsaktives Mesh, verstellbare Lendenwirbelstütze und Kopfstütze)";"2023-01-16";729;"EUR";"Amazon";"A3JWKAKR8XB7XF";44;4,3;213;0;1
"trash can";"2022-11-01";"2023-06-29";29;"B00QQNEY02";"de";"Kela Mülleimer, Metall Tretmülleimer Badezimmer, Badmülleimer mit Inneneimer und Tragehenkel, Monaco, dunkelgrau, 17 x 17 x 26 cm";"2012-06-03";11,58;"EUR";"Amazon";"A3JWKAKR8XB7XF";3954;4,6;1108;0;1
"chocolate";"2022-11-01";"2023-06-29";31;"B09QT2C1BL";"de";"Lindt LINDOR Schokoladen Kugeln extra dunkel | ca. 80 Kugeln Edelbitterschokolade | Dunkle Schokolade mit 70% Kakao | Großpackung, Pralinen-Geschenk, 1kg (1er Pack)";"2022-07-31";27,99;"EUR";"Amazon";"A3JWKAKR8XB7XF";1342;4,5;4797;0;1
"coffee maker";"2022-11-01";"2023-06-29";2;"B079TXPRX3";"de";"Russell Hobbs Kaffeemaschine [Brausekopf für optimale Extraktion&Aroma] Adventure (max 10 Tassen, 1,25l Glaskanne, Warmhalteplatte, Abschaltautomatik, Tropf-Stopp, 1100W) Filterkaffeemaschine 24010-56";"2018-02-08";29,99;"EUR";"Amazon";"A3JWKAKR8XB7XF";10399;4,3;2402;0;1
"dog food";"2022-11-01";"2023-06-26";24;"B077WQ8DQM";"de";"JOSERA MiniDeluxe (5 x 900 g) | Adult Mini | Premium Trockenfutter für ausgewachsene Hunde Kleiner Rassen | Lamm & Süßkartoffel | Kleine Kroketten | extraverträglich | weizenfrei | Hundefutter";"2017-12-03";26,65;"EUR";"Amazon";"A3JWKAKR8XB7XF";307;4,7;2319;0;1
"coffee";"2022-11-01";"2023-06-26";26;"B00400OMU0";"de";"De'Longhi Magnifica S ECAM 22.110.B Kaffeevollautomat mit Milchaufschäumdüse für Cappuccino, mit Espresso Direktwahltasten und Drehregler, 2-Tassen-Funktion, 1,8 Liter Wassertank, Schwarz/Silber";"2010-08-19";309,9;"EUR";"Amazon";"A3JWKAKR8XB7XF";55021;4,4;12868;0;1
"power bank";"2022-11-01";"2023-06-29";7;"B088BZW3SD";"de";"A ADDTOP Power Bank 26800mAh, 22,5W Powerbank USB C Externer Akku mit PD 20W Power Delivery, Tragbares Ladegerät mit 4 Ports kompatibel mit Smartphone, Tablets und mehr";"";17,49;"EUR";"Amazon";"A3JWKAKR8XB7XF";20743;4,3;6929;0;1
"umbrella";"2022-11-01";"2023-06-29";32;"B01M0MS5D8";"de";"Samsonite Rain Pro Regenschirm mit automatischem Öffnen 87 cm, Schwarz";"2016-09-08";34,95;"EUR";"Amazon";"A3JWKAKR8XB7XF";2678;4,5;640;0;1
"storage bins";"2022-12-01";"2023-08-01";38;"B01LKYX5O2";"de";"SONGMICS Aufbewahrungsbox, 6 Stück, Faltbox, faltbarer Organizer, mit Fingerloch, 30 x 30 x 30 cm, schwarz, RFB02H-3";"2016-06-15";18,99;"EUR";"Amazon";"A3JWKAKR8XB7XF";6049;4,6;3892;0;1
"headphones";"2022-11-01";"2023-06-29";1;"B08VD6SRBZ";"de";"JBL Tune 510 BT – Bluetooth On-Ear Kopfhörer - Schwarz – Faltbare Headphones mit Freisprechfunktion – Kompatibel mit Sprachassistenten – Lange Laufzeit von bis zu 40 Stunden";"2021-01-29";33;"EUR";"Amazon";"A3JWKAKR8XB7XF";50547;4,5;14310;0;1
"mouthwash";"2022-11-01";"2023-06-29";28;"B0984D83GC";"de";"meridol Mundspülung 2x400ml - antibakterieller Effekt für gesunde Zähne & Zahnfleisch, ohne Alkohol";"2021-06-01";11,49;"EUR";"Amazon";"A3JWKAKR8XB7XF";965;4,7;806;0;1
"mens underwear";"2022-11-01";"2023-06-29";15;"B08MV75RBK";"de";"JACK & JONES Herren Boxershorts (10er Pack)";"2024-04-25";43,89;"EUR";"Amazon";"A3JWKAKR8XB7XF";2530;4,3;3396;0;1
"trash can";"2022-11-01";"2023-06-29";33;"B09WMV88VY";"de";"SONGMICS Mülleimer Küche, 2 x 30L, Mülltrennsystem, 2 Fächer, 15 Müllsäcke, Abfalleimer aus Edelstahl, Inneneimer aus Kunststoff, mit Deckel, Softclose, 58 x 31,5 x 59 cm, silbern LTB202E01";"2022-03-28";110,99;"EUR";"Amazon";"A3JWKAKR8XB7XF";2838;4,6;167;0;1
"nuts";"2022-11-01";"2023-06-29";1;"B004WW98B4";"de";"NESTLÉ NUTS Schokoriegel, der Klassiker mit ganzen Haselnüssen & Karamell umhüllt von Milchschokolade, 24er Pack (24x42g)";"2011-04-17";11;"EUR";"Amazon";"A3JWKAKR8XB7XF";2225;4,6;2030;0;1
"mouthwash";"2022-11-01";"2023-06-29";29;"B0BBR45QWY";"de";"Odol-med3 Mundspülung Antibakteriell Pflege & Schutz, alkoholfreie Mundspülung, 500ml";"2022-08-24";2,95;"EUR";"Amazon";"A3JWKAKR8XB7XF";463;4,6;2388;0;1
"vitamin d";"2022-11-01";"2023-06-26";34;"B09PS3MYQK";"de";"Vitamin D3 - Hochdosiert für starke Knochen, Immunsystem & Wohlbefinden - Depot mit 1000IE - unterstützung bei Mangel - Sonnenvitamin - 60 Stück - Vegetarisch - Zuckerfrei - Bears with Benefits​";"";25,9;"EUR";"Amazon";"A3JWKAKR8XB7XF";517;4,4;1640;0;1
"gift card";"2022-11-01";"2023-06-29";-1;"B09HSLXFWC";"de";"WUNSCHGUTSCHEIN das perfekte Geschenk - 500 Einlösepartner - für Deutschland - per E-Mail";"2021-10-09";15;"EUR";"Amazon";"A3JWKAKR8XB7XF";3118;4,4;10802;0;1
"water bottle";"2022-11-01";"2023-06-29";39;"B099XBDKGF";"de";"GrandTies 2 Lids Sports Stainless Steel Water Bottle– 24oz, Reusable Wide Mouth Vacuum Insulated Water Bottles, Travel Metal Canteen, Coldest Water bottle for Men and Women– Ivory White";"2021-05-23";22,5;"EUR";"Amazon";"A3JWKAKR8XB7XF";1047;4,6;284;0;1
"hand soap";"2022-11-01";"2023-06-29";15;"B08Y6C9GRJ";"de";"Palmolive Seife Naturals Olive & Milch 6x300ml - flüssige Handseife zur sanften Reinigung der Hände";"2017-03-06";10,74;"EUR";"Amazon";"A3JWKAKR8XB7XF";468;4,6;2820;0;1
"tea";"2022-11-01";"2023-06-29";15;"B0757RPBQ3";"de";"Meßmer Ingwer-Zitrone | 20 Teebeutel | Vegan | Glutenfrei | Laktosefrei";"2017-08-30";2,35;"EUR";"Amazon";"A3JWKAKR8XB7XF";2881;4,6;1281;0;1
"keyboard";"2022-11-01";"2023-06-29";17;"B07W4DGCMW";"de";"Logitech G713 kabelgebunden Tastatur mit LIGHTSYNC RGB-Beleuchtung, Taktile Switches (GX Brown) und Handballenauflage, PC/Mac - Weiß";"2022-07-26";135,9;"EUR";"Amazon";"A3JWKAKR8XB7XF";307;4,7;845;0;1
"maxi dresses for women";"2022-11-01";"2023-06-29";13;"B0BQRDQ2NM";"de";"Anaya with Love Damen Ladies Maxi Dress for Women Halter Neck Long Sleeveless with Belt A Line Evening Gown Ball Prom Wedding Guest Bridesmaid Kleid";"2023-03-03";87,47;"EUR";"Amazon";"A3JWKAKR8XB7XF";92;4;10;0;1
"maxi dresses for women";"2022-11-01";"2023-06-29";6;"B0BQMV8JYZ";"de";"Maya Deluxe Damen Ladies Maxi Dress Women V Neckline Short Sleeve Frilly Long Empire Waist for Wedding Guest Bridesmaid Maid of Honour Kleid";"2023-06-14";64,06;"EUR";"Amazon";"A3JWKAKR8XB7XF";64;3,6;157;0;1
"necklace";"2022-11-01";"2023-06-29";41;"B0BK4D53LC";"de";"Swarovski Idyllia Kollektion";"2023-03-16";159;"EUR";"Amazon";"A3JWKAKR8XB7XF";183;4,4;193;0;1
"hoodie";"2022-11-01";"2023-06-29";22;"B07DQ6F24B";"de";"Urban Classics Herren Basic Terry Hoody, Männer Kapuzenpullover, erhältlich in vielen verschiedenen Farben, Größen S bis 5XL";"2018-08-03";29,99;"EUR";"Amazon";"A3JWKAKR8XB7XF";431;4,3;40;0;1
"protein powder";"2022-11-01";"2023-06-26";14;"B00HF63M1G";"de";"Bulk Soja-Protein Isolat 90, Veganer Proteinshake, Veganes Eiweißpulver, 2,5 kg";"2014-02-23";32,99;"EUR";"Amazon";"A3JWKAKR8XB7XF";236;4,1;1168;0;1
"tea";"2022-11-01";"2023-06-29";11;"B0046BKYPU";"de";"Sir Winston Earl Grey Schwarztee 500g, 1er Pack (1 x 500 g Packung)";"2010-10-07";11,99;"EUR";"Amazon";"A3JWKAKR8XB7XF";912;4,5;1935;0;1
"necklace";"2022-11-01";"2023-06-29";26;"B08WCYHQMJ";"de";"Swarovski Harmonia Anhänger";"2023-03-16";108,45;"EUR";"Amazon";"A3JWKAKR8XB7XF";158;4,4;33;0;1
"dresses";"2022-11-01";"2023-06-29";17;"B0B3MGLWCF";"de";"ONLY Damen Onlolivia S/S Wickelkleid WVN Noos Kleid";"2023-12-22";22,34;"EUR";"Amazon";"A3JWKAKR8XB7XF";6;3;54;0;1
"water filter";"2022-11-01";"2023-06-29";33;"B07HRNJT7W";"de";"Katadyn BeFree Gravity Wasserfilter";"2018-09-26";69,54;"EUR";"Amazon";"A3JWKAKR8XB7XF";173;4,5;418;0;1
"tea";"2022-11-01";"2023-06-29";35;"B0C37MCGM8";"de";"Meßmer Cold Tea Sommer-Beere | 14 Pyramidenbeutel | Glutenfrei | Laktosefrei | Vegan";"2023-04-21";3,19;"EUR";"Amazon";"A3JWKAKR8XB7XF";4638;4,2;883;0;1
"baby wipes";"2022-11-01";"2023-06-29";34;"B01DO38XZS";"de";"Prince Lionheart EVO Wischtücherwärmer für Einweg-Babytücher Warmes Nachtlicht Merkmale Ever-Fresh-System (EU Adaptors), 1 Stück (1er Pack)";"2016-02-06";49,99;"EUR";"Amazon";"A3JWKAKR8XB7XF";975;4,1;277;0;1
"keyboard";"2022-11-01";"2023-06-29";2;"B06XBZH1DZ";"de";"RockJam 61 Key Touch Display Keyboard Piano Kit with Digital Bench, Electric Stand, Headphones Note Stickers, Sustain Pedal & Simply Lessons";"2017-04-20";124,93;"EUR";"Amazon";"A3JWKAKR8XB7XF";28431;4,4;6319;0;1
"trash can";"2022-11-01";"2023-06-29";11;"B00XXDYGYW";"de";"SONGMICS Mülleimer für die Küche, Abfalleimer, Treteimer mit 3 Fächern, Inneneimern und 6 Aufklebern für Mülltrennung, Mülltrennsystem, Silbern-Schwarz, 60,4 x 30 x 56,3 cm (L x B x H)";"2015-06-23";109,99;"EUR";"Amazon";"A3JWKAKR8XB7XF";3808;4,5;2082;0;1
"face mask";"2022-11-01";"2023-06-26";30;"B085NXZ2QC";"de";"Schaebens Hyaluron Tuchmaske, 21 g";"2020-04-05";1,35;"EUR";"Amazon";"A3JWKAKR8XB7XF";1209;4,6;4828;0;1
"extension cord";"2022-11-01";"2023-06-29";-1;"B00006JCUB";"de";"Hama Steckdosenleiste 3-Fach (Mehrfachsteckdose mit Save Energy-Schalter zum Stromsparen, Steckplätze 45 Grad gedreht, Kabel 1,4m, GS geprüft, Mehrfachstecker für Home Office) weiß";"2002-08-21";5,99;"EUR";"Amazon";"A3JWKAKR8XB7XF";23734;4,6;7025;0;1
"dog food";"2022-11-01";"2023-06-26";39;"B07FMY45P5";"de";"MERA pure sensitive Lamm & Reis, Hundefutter trocken für sensible Hunde, Trockenfutter aus Lamm und Reis, Futter für ausgewachsenen Hund, ohne Weizen und Zucker (4 kg)";"2018-07-17";23,65;"EUR";"Amazon";"A3JWKAKR8XB7XF";1001;4,5;988;0;1
"diapers";"2022-11-01";"2023-06-29";2;"B0BLW7GKXD";"de";"Pampers Baby-Dry Größe 4, 204 Windeln, 9kg-14kg, Bis zu 100% Auslaufschutz & Komfort die ganze Nacht";"2022-11-09";53,95;"EUR";"Amazon";"A3JWKAKR8XB7XF";35289;4,8;1547;0;1
"protein powder";"2022-11-01";"2023-06-26";-1;"B07KDNQFH7";"de";"Mammut Nutrition Whey Protein Pulver Brownie – 1kg – 27g Protein pro Portion – Eiweißpulver mit hohem BCAA-Anteil – Perfekte Löslichkeit in Wasser & Milch – Ideale Zwischenmahlzeit";"2018-11-11";29,99;"EUR";"Amazon";"A3JWKAKR8XB7XF";5060;4,3;1812;0;1
"luggage";"2022-11-01";"2023-06-29";43;"B071HY1HC4";"de";"Samsonite Flux - Spinner S, Erweiterbarer Handgepäck, 55 cm, 37/44 L, Blau (Navy Blue)";"2017-05-08";125,9;"EUR";"Amazon";"A3JWKAKR8XB7XF";3846;4,3;3791;0;1
"tea";"2022-11-01";"2023-06-29";-1;"B089WVZXRB";"de";"TWG Tea | Emperor Pu-Erh Tea | Schwarzer Tee | Stark und Erdig | Haute Couture Dose, 100G | Geschenkset";"2020-08-22";23,17;"EUR";"Amazon";"A3JWKAKR8XB7XF";23;4,6;244;0;1
"protein powder";"2022-11-01";"2023-06-26";25;"B07K73HCZ1";"de";"All Stars 100% WHEY PROTEIN 2270g I Eiweiß-Pulver mit Whey-Konzentrat & Isolat I leckeres Low-Fat Powder I hochwertiges I cremiger Protein-Shake mit Vanilla-Flavour";"2018-11-02";59,75;"EUR";"Amazon";"A3JWKAKR8XB7XF";1947;4,3;2822;0;1
"coconut oil";"2022-11-01";"2023-06-29";33;"B0193OVSM2";"de";"GreatVita Bio Kokosöl, nativ, 5000ml im Eimer zum Kochen & Backen";"";44,95;"EUR";"Amazon";"A3JWKAKR8XB7XF";-1;-1;1491;0;1
"dresses";"2022-11-01";"2023-06-29";21;"B0BJ14XPMT";"de";"ONLY Female Kleid ONLTHYRA Kurzes Kleid";"2022-04-14";29,49;"EUR";"Amazon";"A3JWKAKR8XB7XF";148;3,9;753;0;1
"mens underwear";"2022-11-01";"2023-06-29";29;"B09QMCFKGQ";"de";"HUGO BOSS Herren Boxershorts (3er Pack)";"2025-05-10";29,43;"EUR";"Amazon";"A3JWKAKR8XB7XF";1613;4,4;1383;0;1
"diapers";"2022-11-01";"2023-06-29";15;"B07FTPBBK9";"de";"Eco by Naty Baby Öko Windeln - umweltfreundliche Premium-Bio Windeln aus pflanzenbasierten Materialien, ideal für empfindliche Babyhaut (Größe 1 - 100 Stück) - MONATSBOX";"2018-08-08";19,8;"EUR";"Amazon";"A3JWKAKR8XB7XF";6530;4;1545;0;1
"keyboard";"2022-11-01";"2023-06-29";27;"B07W7N2WFB";"de";"Logitech MX Keys S - Graphit, US QWERTY-Layout";"2023-05-31";99,82;"EUR";"Amazon";"A3JWKAKR8XB7XF";247;4,7;2692;0;1
"long sleeve t shirt men";"2023-08-01";"2024-03-28";19;"B078141ML8";"de";"Under Armour Herren UA Tech 1/2 Zip Pullover";"";29,95;"EUR";"Amazon";"A3JWKAKR8XB7XF";12050;4,5;5216;0;1
"tank tops for women";"2022-11-01";"2023-06-25";20;"B0BHPVDYPG";"de";"ONLY Female Gestricktes Oberteil ONLLYZET Gestricktes Oberteil";"2022-10-08";17;"EUR";"Amazon";"A3JWKAKR8XB7XF";102;3,9;63;0;1
"vacuum cleaner";"2022-11-01";"2023-06-29";4;"B01J3FWJCO";"de";"Siemens Staubsauger mit Beutel synchropower VS06A111, Bodenstaubsauger, Hygiene-Filter, Bodendüse für Hartboden und Teppich, starke Saugleistung, langes Kabel, Fugendüse, 600 W, blau";"2016-07-13";82;"EUR";"Amazon";"A3JWKAKR8XB7XF";10459;4,5;7353;0;1
"trash can";"2022-11-01";"2023-06-29";-1;"B07PMF5FXT";"de";"iDesign schlichter Mülleimer für Bad oder Küche, vielseitiger Kosmetikeimer im offenen Design, kleiner ovaler Abfalleimer aus Kunststoff, weiß";"2019-03-18";14,74;"EUR";"Amazon";"A3JWKAKR8XB7XF";4091;4,7;201;0;1
"bed frame";"2022-11-01";"2023-06-29";37;"B0875797ZV";"de";"Zinus Judy Bed 180x200 cm - Höhe 31 cm - Gepolsterter Plattformbettrahmen mit Holzlattenrost - Grau";"2020-04-15";270,59;"EUR";"Amazon";"A3JWKAKR8XB7XF";29;4,4;46;0;1
"shoe rack";"2022-11-01";"2023-06-29";18;"B00T7CSNV0";"de";"Yamazaki 2478 TOWER Schuhregal, weiß, Stahl, Minimalistisches Design, 22 x 18 x 77,5 cm (LxBxH)";"2015-02-27";67,16;"EUR";"Amazon";"A3JWKAKR8XB7XF";1261;4,6;274;0;1
"file folders";"2022-11-01";"2023-01-30";30;"B082MZV6XR";"de";"D.RECT 5540 Fächermappe organizer | Dokumentenmappe mit Registerkarten in Verschiedenen Farben | Erweiterbare Ordnermappe mit Fächern | Document Mappe mit 12 Fächer A4 Blau Abdeckung";"2019-12-11";10,99;"EUR";"Amazon";"A3JWKAKR8XB7XF";357;4,4;250;0;1
"printer paper";"2022-11-01";"2023-06-28";2;"B0002S4H1S";"de";"AVERY Zweckform 2563 Drucker-/Kopierpapier (500 Blatt, 90 g/m², DIN A4 Papier, hochweiß, für alle Drucker) 1 Pack";"2004-07-19";12,39;"EUR";"Amazon";"A3JWKAKR8XB7XF";11230;4,7;5470;0;1
"mirror";"2022-11-01";"2023-06-29";32;"B0B5TMFSGR";"de";"Spiegel in Voller Länge, Stehspiegel mit Brown Rahmen Zum Aufhängen und Bodenstehen, Großer Ganzkörperspiegel, Dekorativer Spiegel für Schlafzimmer, Wohnzimmer (40 x 150 cm, Rechteckig)";"2022-07-05";55,31;"EUR";"Amazon";"A3JWKAKR8XB7XF";46;4,2;363;0;1
"dog food";"2022-11-01";"2023-06-26";2;"B07WQLXBSM";"de";"The Hunger of the Wolf Hundefutter für ausgewachsene Hunde aller Rassen, Fein zubereitetes Trockenfutter mit Lamm und Reis - 14 kg";"2019-12-23";46,99;"EUR";"Amazon";"A3JWKAKR8XB7XF";11693;4,4;2103;0;1
"vacuum cleaner";"2022-11-01";"2023-06-29";2;"B01MTF06KN";"de";"Philips Domestic Appliances FC9332/09 beutelloser Staubsauger PowerPro Compact (750 W Eingangsleistung (IEC), 900 W Eingangsleistung (max.), 1,5 L Staubvolumen, integrierte Bürste) weiß";"2017-01-31";92,99;"EUR";"Amazon";"A3JWKAKR8XB7XF";28713;4,4;12129;0;1
"extension cord";"2022-11-01";"2023-06-29";38;"B00475BJ4A";"de";"as - Schwabe Gummi-Verlängerungsleitung, 25 m H05RR-F 3G1,5 Kabel mit Schutzkontaktstecker und Schutzkontaktkupplung inkl. Schutzkappe, Verlängerungskabel 230V, 16A, IP44, Rot, 60264";"2010-10-14";24,99;"EUR";"Amazon";"A3JWKAKR8XB7XF";8365;4,7;1436;0;1
"jeans";"2022-11-01";"2023-06-29";24;"B000Y3SKH8";"de";"Wrangler Herren Durables Regular Fit Jeans";"2023-03-28";51,99;"EUR";"Amazon";"A3JWKAKR8XB7XF";11575;4,3;98;0;1
"mens underwear";"2022-11-01";"2023-06-29";45;"B09QLH1QHS";"de";"BOSS Herren Trunks, 5er Pack Essential";"2021-04-23";48,95;"EUR";"Amazon";"A3JWKAKR8XB7XF";961;4,4;747;0;1
"baby wipes";"2022-11-01";"2023-06-29";18;"B01MAZKGHM";"de";"Huggies Feuchttücher Pure Baby Pflegetücher, 10er Pack (10x 56 Stück)";"2012-04-12";15,19;"EUR";"Amazon";"A3JWKAKR8XB7XF";7339;4,4;849;0;1
"rice";"2022-11-01";"2023-06-29";-1;"B07Z42ZQ5C";"de";"Q RICE Jasminreis – 100% duftender Langkorn Reis – Thai Hom Mali - 3 x 1 kg";"2019-08-16";13,17;"EUR";"Amazon";"A3JWKAKR8XB7XF";234;4,3;880;0;1
"mattress";"2022-11-01";"2023-06-29";3;"B01N5QV0CA";"de";"Traumnacht Easy Comfort Rollmatratze Öko-Tex zertifiziert, Härtegrad 3 (mittelfest), 90 x 200 cm, Höhe 13 cm, produziert nach deutschem Qualitätsstandard";"2017-01-19";55,9;"EUR";"Amazon";"A3JWKAKR8XB7XF";13634;4,2;6365;0;1
"yoga mat";"2022-11-01";"2023-06-29";12;"B09W2BKQJW";"de";"Good Nite Yogamatten Für Frauen Rutschfeste Strukturierte Oberflächen Gymnastikmatte Yoga Matte Dicke 6 mm 10 mm Mit Tragegurt Tpe-Übungsmatte Für Yoga Pilates Gymnastik (183X61cm)";"2022-03-24";16,99;"EUR";"Amazon";"A3JWKAKR8XB7XF";1213;4,5;2194;0;1
"necklace";"2022-11-01";"2023-06-29";18;"B0BK4BDBH7";"de";"Swarovski Matrix Halskette";"2024-10-28";204,06;"EUR";"Amazon";"A3JWKAKR8XB7XF";730;4,4;422;0;1
"jeans";"2022-11-01";"2023-06-29";-1;"B0B2BCKCKK";"de";"Levi's Damen 501 Original Jeans";"2014-04-19";72,55;"EUR";"Amazon";"A3JWKAKR8XB7XF";1106;3,9;4;0;1
"baby wipes";"2022-11-01";"2023-06-29";-1;"B07V15BFK8";"de";"PENATEN Wasch- & Duschcreme (400 ml), mildes Baby Duschgel & Shampoo ohne Parabene & Farbstoffe formuliert, speziell für Neugeborene entwickeltes Bad & Haarshampoo für zarte Babyhaut";"2011-12-05";2,95;"EUR";"Amazon";"A3JWKAKR8XB7XF";1388;4,6;2699;0;1
"necklace";"2022-11-01";"2023-06-29";45;"B089JH586H";"de";"BOSS Jewelry Halskette für Herren Kollektion ID - 1580052";"2020-10-19";78,53;"EUR";"Amazon";"A3JWKAKR8XB7XF";89;4,3;723;0;1
"water filter";"2022-11-01";"2023-06-29";38;"B074M9DZ4M";"de";"Philips AquaClean Filter, Kalkschutz, natürliche Kalkentfernung, verbesserter Kaffeegeschmack, einfache Installation, bis zu 5.000 Tassen ohne Entkalken, Click&Go-System, 2x Filter im Set (CA6903/22)";"2017-08-21";19,99;"EUR";"Amazon";"A3JWKAKR8XB7XF";74883;4,7;5180;0;1
"socks";"2022-11-01";"2023-06-29";5;"B099FLTYDM";"de";"Champion Unisex Füßlinge (6er Pack)";"2020-02-28";14;"EUR";"Amazon";"A3JWKAKR8XB7XF";5821;4,6;6443;0;1
"mattress";"2022-11-01";"2023-06-29";-1;"B09FYGVBMW";"de";"LUCID Kaltschaummatratze, kühlende Gelinfusion - mit Bambuskohle - Öko-Tex - dünne Matratze, 12cm hoch, hart H4, 120x200 cm, Weiß";"2021-09-16";179,99;"EUR";"Amazon";"A3JWKAKR8XB7XF";2147;4,4;63;0;1
"trash can";"2022-11-01";"2023-06-29";17;"B06VTSF5WC";"de";"keeeper Premium Abfallbehälter mit Flip-Deckel, Soft Touch, 10 l, Magne, Graphit-Grau";"2017-02-13";9,99;"EUR";"Amazon";"A3JWKAKR8XB7XF";1296;4,5;969;0;1
"wireless mouse";"2022-11-01";"2023-06-26";13;"B08R7RTBV8";"de";"HP 280 Silent Wireless Maus (besonders leises Klicken, lange Akkulaufzeit, Wireless Dongle) schwarz";"2020-12-23";20,9;"EUR";"Amazon";"A3JWKAKR8XB7XF";2600;4,4;3061;0;1
"melatonin";"2022-11-01";"2023-06-29";25;"B0C1LQP537";"de";"FIGUREX Shape Kapseln, Stoffwechsel-Kur mit Vitamin B6, Melatonin hochdosiert, L-Carnitin hochdosiert und Ashwagandha Extrakt, 120 Kapseln";"2023-04-05";29,9;"EUR";"Amazon";"A3JWKAKR8XB7XF";512;4,3;2392;0;1
"protein powder";"2022-11-01";"2023-06-26";38;"B004W6H62I";"de";"ESN IsoWhey Hardcore Proteinpulver, Chocolate, 1 kg, Bis zu 26 g Protein pro Portion - made in Germany";"2011-04-12";44,9;"EUR";"Amazon";"A3JWKAKR8XB7XF";13302;4,4;1269;0;1
"kids clothes";"2022-11-01";"2023-01-28";5;"B082L94X82";"de";"Levi's Kids Baby-Jungen Kleinkind-Strampelanzug (3er Pack)";"2025-02-11";22,05;"EUR";"Amazon";"A3JWKAKR8XB7XF";3752;4,7;1691;0;1
